InChI,Cdk.LargestPiSystem.nAtomP,Cdk.BondCount.nB,Cdk.LargestChain.nAtomLC,Cdk.AromaticAtomsCount.naAromAtom,Cdk.AromaticBondsCount.nAromBond,Cdk.ALOGP.ALogP,Cdk.RotatableBondsCount.nRotB,Cdk.MannholdLogP.MLogP,Cdk.XLogP.XLogP,Cdk.RuleOfFive.LipinskiFailures,Cdk.ALOGP.ALogp2,Cdk.ALOGP.AMR,Cdk.LongestAliphaticChain.nAtomLAC,Cdk.HBondDonorCount.nHBDon,Cdk.AtomCount.nAtom
"InChI=1S/C30H22O12/c1-5-3-7(31)9-11(19(5)33)27(41)29-13-14-24(38)17(29)26(40)16-22(36)10-8(32)4-6(2)20(34)12(10)28(42)30(14,16)18(23(13)37)25(39)15(29)21(9)35/h3-4,13-14,17-18,23-24,31-38H,1-2H3",15.0,49.0,0.0,12.0,12.0,-3.0911999999999993,0.0,3.4399999999999995,-2.218,1.0,9.555517439999996,146.3642,0.0,8.0,64.0
"InChI=1S/C32H24N6O16S4/c33-19-11-17(55(43,44)45)5-15-9-25(57(49,50)51)29(31(41)27(15)19)37-35-21-3-1-13(7-23(21)39)14-2-4-22(24(40)8-14)36-38-30-26(58(52,53)54)10-16-6-18(56(46,47)48)12-20(34)28(16)32(30)42/h1-12,35-36,39-40H,33-34H2,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)",58.0,63.0,4.0,24.0,24.0,-4.570400000000001,9.0,2.1200000000000006,-2.714000000000001,2.0,20.88855616000001,217.59240000000003,0.0,10.0,82.0
"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3",12.0,49.0,4.0,15.0,16.0,-0.8571999999999979,10.0,3.88,2.672,0.0,0.7347918399999963,167.79389999999998,0.0,1.0,84.0
"InChI=1S/C34H27N9O7S2/c35-22-10-15-27(26(36)18-22)41-38-24-11-6-19(7-12-24)20-8-13-25(14-9-20)40-42-32-28(51(45,46)47)16-21-17-29(52(48,49)50)33(34(44)30(21)31(32)37)43-39-23-4-2-1-3-5-23/h1-18,39H,35-37H2,(H,45,46,47)(H,48,49,50)",52.0,57.0,4.0,30.0,30.0,-1.8881000000000006,9.0,3.22,1.7609999999999988,2.0,3.564921610000002,203.24839999999995,0.0,6.0,79.0
"InChI=1S/C34H59NO15/c1-5-6-9-20(3)32(50-31(44)17-23(34(47)48)15-29(41)42)27(49-30(43)16-22(33(45)46)14-28(39)40)13-19(2)12-24(36)10-7-8-11-25(37)18-26(38)21(4)35/h19-27,32,36-38H,5-18,35H2,1-4H3,(H,39,40)(H,41,42)(H,45,46)(H,47,48)",3.0,49.0,50.0,0.0,0.0,-4.604599999999998,31.0,3.4400000000000004,1.7309999999999943,3.0,21.20234115999998,161.80849999999998,20.0,8.0,109.0
"InChI=1S/C39H59Cl2NO2/c1-27(2)7-6-8-28(3)34-15-16-35-33-14-11-30-26-32(17-19-38(30,4)36(33)18-20-39(34,35)5)44-37(43)25-29-9-12-31(13-10-29)42(23-21-40)24-22-41/h9-13,27-28,32-36H,6-8,14-26H2,1-5H3",7.0,48.0,8.0,6.0,6.0,4.26800000000001,14.0,5.2,13.600000000000014,2.0,18.215824000000083,185.4923,7.0,0.0,103.0
"InChI=1S/C3H10N2/c1-2-3-5-4/h5H,2-4H2,1H3",2.0,4.0,5.0,0.0,0.0,-1.2409999999999997,2.0,1.57,-0.009000000000000064,0.0,1.5400809999999991,22.1066,3.0,2.0,15.0
"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",4.0,3.0,4.0,0.0,0.0,0.6355000000000001,0.0,1.68,0.3200000000000002,0.0,0.4038602500000001,16.2707,3.0,0.0,7.0
"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2",2.0,4.0,5.0,0.0,0.0,1.5181999999999998,1.0,1.57,2.099,0.0,2.3049312399999993,25.276600000000002,3.0,0.0,9.0
"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",0.0,5.0,6.0,0.0,0.0,2.4947000000000004,2.0,1.46,3.055,0.0,6.223528090000002,35.6361,3.0,0.0,11.0
"InChI=1S/C3H5Cl/c1-2-3-4/h2-3H,1H3",2.0,3.0,4.0,0.0,0.0,1.2018,0.0,1.68,1.862,0.0,1.44432324,20.6813,3.0,0.0,9.0
"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",0.0,5.0,6.0,0.0,0.0,2.2057,2.0,1.46,2.379,0.0,4.865112490000001,29.6691,3.0,0.0,11.0
"InChI=1S/C3H5ClO/c1-3(4)2-5/h2-3H,1H3",1.0,4.0,5.0,0.0,0.0,0.44609999999999983,1.0,1.57,0.8639999999999999,0.0,0.19900520999999985,21.131,3.0,0.0,10.0
"InChI=1S/C3H5NO2/c1-2-6-3(4)5/h2H,1H2,(H2,4,5)",6.0,5.0,6.0,0.0,0.0,0.6557000000000003,2.0,1.46,0.95,0.0,0.42994249000000034,19.2166,2.0,2.0,11.0
"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",0.0,4.0,5.0,0.0,0.0,1.5011,1.0,1.57,2.037,0.0,2.2533012100000005,25.24,3.0,0.0,11.0
"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",3.0,6.0,0.0,0.0,0.0,0.35180000000000033,0.0,1.46,0.12200000000000005,0.0,0.12376324000000023,26.6289,0.0,1.0,12.0
"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",0.0,4.0,0.0,0.0,0.0,-0.1415999999999998,0.0,1.68,0.27,0.0,0.020050559999999946,15.627899999999999,0.0,0.0,10.0
"InChI=1S/C3H6O2/c4-1-3-2-5-3/h3-4H,1-2H2",0.0,5.0,1.0,0.0,0.0,-0.6415999999999997,1.0,1.57,-0.862,0.0,0.41165055999999967,17.006,0.0,1.0,11.0
"InChI=1S/C3H7N3O3/c4-3(8)6(5-9)1-2-7/h7H,1-2H2,(H2,4,8)",6.0,8.0,9.0,0.0,0.0,-0.1140999999999997,4.0,1.13,-0.8580000000000001,0.0,0.013018809999999931,29.123599999999996,2.0,3.0,16.0
"InChI=1S/C3H7N5O3/c1-2-5-3(4)7(6-9)8(10)11/h2H2,1H3,(H2,4,5)",9.0,10.0,11.0,0.0,0.0,0.23410000000000045,5.0,0.91,0.738,0.0,0.05480281000000021,30.2331,2.0,2.0,18.0
"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",4.0,5.0,6.0,0.0,0.0,0.8219000000000004,2.0,1.46,0.92,0.0,0.6755196100000007,19.8182,2.0,2.0,13.0
"InChI=1S/C3H8N2/c1-2-3-5-4/h2,5H,1,3-4H2",2.0,4.0,5.0,0.0,0.0,-0.29679999999999945,2.0,1.57,-0.1750000000000001,0.0,0.08809023999999968,23.4435,3.0,2.0,13.0
"InChI=1S/C3H8N2O/c1-2-5(4)3-6/h3H,2,4H2,1H3",4.0,5.0,6.0,0.0,0.0,-0.9464999999999998,2.0,1.46,-1.207,0.0,0.8958622499999996,24.068500000000004,2.0,1.0,14.0
"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",5.0,7.0,8.0,0.0,0.0,0.20819999999999975,3.0,1.24,-0.69,0.0,0.04334723999999989,28.0988,0.0,0.0,17.0
"InChI=1S/C42H50Cl4N2O4/c1-42-17-16-36-35-13-11-34(51-40(49)26-29-2-7-32(8-3-29)47(22-18-43)23-19-44)28-31(35)6-12-37(36)38(42)14-15-39(42)52-41(50)27-30-4-9-33(10-5-30)48(24-20-45)25-21-46/h2-5,7-11,13,28,36-39H,6,12,14-27H2,1H3",9.0,57.0,7.0,18.0,18.0,5.521900000000006,18.0,4.98,9.086999999999996,2.0,30.491379610000063,221.07479999999998,2.0,0.0,102.0
"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,44,49-51,53H,15-18H2,1-10H3,(H,45,55)",26.0,63.0,4.0,6.0,6.0,-1.022000000000003,5.0,4.430000000000001,2.263999999999996,2.0,1.044484000000006,222.72349999999994,2.0,6.0,117.0
"InChI=1S/C4H10N2O/c1-2-3-6(5)4-7/h4H,2-3,5H2,1H3",4.0,6.0,7.0,0.0,0.0,-1.5243000000000002,3.0,1.5699999999999998,-0.8490000000000001,0.0,2.3234904900000006,27.600500000000004,3.0,1.0,17.0
"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",0.0,4.0,5.0,0.0,0.0,0.5732999999999988,0.0,1.7899999999999998,0.8009999999999999,0.0,0.32867288999999866,22.0651,3.0,1.0,15.0
"InChI=1S/C4H12N2/c1-2-3-4-6-5/h6H,2-5H2,1H3",2.0,5.0,6.0,0.0,0.0,-1.528999999999999,3.0,1.68,0.56,0.0,2.337840999999997,25.0182,4.0,2.0,18.0
"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",8.0,9.0,0.0,6.0,6.0,-0.9895,0.0,1.3499999999999999,-0.7860000000000001,0.0,0.9791102500000001,26.4735,0.0,2.0,12.0
"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",8.0,8.0,0.0,6.0,6.0,-1.0060000000000002,0.0,1.46,-0.9020000000000001,0.0,1.0120360000000004,26.2706,0.0,2.0,12.0
"InChI=1S/C4H4N2OS/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",7.0,8.0,0.0,6.0,6.0,-0.37870000000000004,0.0,1.46,-0.2770000000000001,0.0,0.14341369000000004,32.6844,0.0,1.0,12.0
"InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2",4.0,4.0,5.0,0.0,0.0,1.7837000000000005,1.0,1.7899999999999998,1.689,0.0,3.1815856900000017,25.0106,4.0,0.0,10.0
"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",4.0,3.0,4.0,0.0,0.0,1.415,1.0,1.9,1.9560000000000002,0.0,2.002225,20.2944,4.0,0.0,10.0
"InChI=1S/C4H6Cl2/c5-3-1-2-4-6/h1-2H,3-4H2",2.0,5.0,6.0,0.0,0.0,1.9795999999999996,2.0,1.68,1.94,0.0,3.918816159999998,30.974200000000003,4.0,0.0,12.0
"InChI=1S/C4H6N2/c1-4-5-2-3-6-4/h2-3H,1H3,(H,5,6)",5.0,6.0,0.0,5.0,5.0,-1.596,0.0,1.68,0.19800000000000006,0.0,2.547216,22.9565,0.0,1.0,12.0
"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",5.0,5.0,6.0,0.0,0.0,0.10530000000000006,2.0,1.68,0.694,0.0,0.011088090000000012,21.105,2.0,0.0,12.0
"InChI=1S/C4H7Cl/c1-4(2)3-5/h1,3H2,2H3",2.0,4.0,5.0,0.0,0.0,1.9098000000000002,1.0,1.7899999999999998,1.241,0.0,3.647336040000001,24.757,3.0,0.0,12.0
"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3",2.0,4.0,5.0,0.0,0.0,1.8507000000000002,0.0,1.7899999999999998,1.713,0.0,3.425090490000001,24.7329,3.0,0.0,12.0
"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",7.0,10.0,11.0,0.0,0.0,1.0331999999999995,4.0,1.13,1.2070000000000003,0.0,1.067502239999999,42.275800000000004,2.0,0.0,18.0
"InChI=1S/C4H7NO2/c1-2-4(7)5-3-6/h2,6H,1,3H2,(H,5,7)",5.0,6.0,7.0,0.0,0.0,-1.0458,2.0,1.5699999999999998,-0.15199999999999997,0.0,1.09369764,25.41,3.0,2.0,14.0
"InChI=1S/C4H8N2O/c1-3-5-6(2)4-7/h3-4H,1-2H3",5.0,6.0,7.0,0.0,0.0,-0.6257000000000006,2.0,1.5699999999999998,0.551,0.0,0.39150049000000076,27.466,2.0,0.0,15.0
"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3",3.0,5.0,6.0,0.0,0.0,-0.12589999999999998,1.0,1.68,0.681,0.0,0.015850809999999996,24.7532,4.0,1.0,15.0
"InChI=1S/C4H9NO2/c1-4(2)3-7-5-6/h4H,3H2,1-2H3",3.0,6.0,7.0,0.0,0.0,-1.4648999999999999,3.0,1.5699999999999998,1.9300000000000002,0.0,2.1459320099999997,25.791500000000003,3.0,0.0,16.0
"InChI=1S/C5H10Br2O2/c6-1-5(2-7,3-8)4-9/h8-9H,1-4H2",0.0,8.0,9.0,0.0,0.0,0.5336000000000005,4.0,1.5699999999999998,1.202,0.0,0.28472896000000053,43.7967,3.0,2.0,19.0
"InChI=1S/C5H12N2O/c1-2-3-4-7(6)5-8/h5H,2-4,6H2,1H3",4.0,7.0,8.0,0.0,0.0,-1.8122999999999987,4.0,1.6799999999999997,-0.28000000000000014,0.0,3.2844312899999952,30.512100000000004,4.0,1.0,20.0
"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",0.0,5.0,6.0,0.0,0.0,0.9817999999999986,1.0,1.8999999999999997,1.32,0.0,0.9639312399999972,26.816300000000002,3.0,0.0,18.0
"InChI=1S/C5H14N2/c1-2-3-4-5-7-6/h7H,2-6H2,1H3",2.0,6.0,7.0,0.0,0.0,-1.8170000000000002,4.0,1.7899999999999998,1.129,0.0,3.3014890000000006,27.9298,5.0,2.0,21.0
"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",5.0,7.0,1.0,5.0,5.0,-0.6349999999999998,1.0,1.7899999999999998,-0.09200000000000003,0.0,0.4032249999999997,28.102500000000003,0.0,1.0,13.0
"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",4.0,4.0,5.0,0.0,0.0,1.8614000000000006,1.0,2.01,2.3479999999999994,0.0,3.4648099600000024,24.5764,4.0,0.0,13.0
"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",5.0,6.0,7.0,0.0,0.0,0.8624000000000004,3.0,1.7899999999999998,0.956,0.0,0.7437337600000007,26.354300000000002,3.0,0.0,15.0
"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",3.0,7.0,0.0,0.0,0.0,-0.7741,0.0,1.7899999999999998,-0.1700000000000001,0.0,0.59923081,25.3112,0.0,0.0,16.0
"InChI=1S/C6H10N3O6P/c1-5-7-4-6(9(10)11)8(5)2-3-15-16(12,13)14/h4H,2-3H2,1H3,(H2,12,13,14)",8.0,16.0,7.0,5.0,5.0,-1.4852000000000007,5.0,1.02,-1.3720000000000003,0.0,2.2058190400000024,46.929700000000004,2.0,2.0,26.0
"InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H2,7,13)(H,8,9)",11.0,13.0,5.0,5.0,5.0,-1.0359000000000005,3.0,1.35,-1.078,0.0,1.0730888100000011,43.787200000000006,0.0,2.0,23.0
"InChI=1S/C6H10O2/c1-2-3-7-4-6-5-8-6/h2,6H,1,3-5H2",2.0,8.0,5.0,0.0,0.0,0.38369999999999954,4.0,1.9000000000000001,0.27199999999999996,0.0,0.14722568999999966,30.9199,3.0,0.0,18.0
"InChI=1S/C6H11Cl3O3/c7-3-10-1-6(12-5-9)2-11-4-8/h6H,1-5H2",0.0,11.0,12.0,0.0,0.0,1.1281000000000003,8.0,1.46,0.8979999999999999,0.0,1.2726096100000008,48.6879,3.0,0.0,23.0
"InChI=1S/C6H11IO3/c1-4(7)6-9-3-5(2-8)10-6/h4-6,8H,2-3H2,1H3",0.0,10.0,3.0,0.0,0.0,0.7575000000000003,2.0,1.6800000000000002,0.722,0.0,0.5738062500000004,45.045399999999994,2.0,1.0,21.0
"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3",6.0,16.0,8.0,0.0,0.0,2.7306999999999997,6.0,1.02,1.774,0.0,7.456722489999998,69.55290000000002,0.0,0.0,27.0
"InChI=1S/C6H11NO2/c1-3-5-6(4-2)7(8)9/h5H,3-4H2,1-2H3",5.0,8.0,9.0,0.0,0.0,-0.4990000000000012,3.0,1.79,2.07,0.0,0.24900100000000122,30.1527,6.0,0.0,20.0
"InChI=1S/C6H12Br2O4/c7-1-3(9)5(11)6(12)4(10)2-8/h3-6,9-12H,1-2H2",0.0,11.0,12.0,0.0,0.0,-0.242,5.0,1.46,-0.27200000000000013,0.0,0.058564,50.4726,6.0,4.0,24.0
"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",0.0,8.0,9.0,0.0,0.0,1.3595000000000004,4.0,1.79,2.47,0.0,1.848240250000001,40.8679,3.0,0.0,21.0
"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",5.0,13.0,14.0,0.0,0.0,2.2037999999999993,9.0,1.2400000000000002,1.605,0.0,4.856734439999997,56.1287,2.0,0.0,26.0
"InChI=1S/C6H12N2/c1-3-5-7-8-6-4-2/h3-4,7-8H,1-2,5-6H2",2.0,7.0,8.0,0.0,0.0,0.5974000000000009,5.0,1.9000000000000001,1.8140000000000003,0.0,0.35688676000000114,36.318799999999996,3.0,2.0,20.0
"InChI=1S/C6H12N2/c1-3-5-8(7)6-4-2/h3-4H,1-2,5-7H2",2.0,7.0,8.0,0.0,0.0,0.8559000000000011,4.0,1.9000000000000001,-0.15499999999999992,0.0,0.7325648100000018,37.9009,3.0,1.0,20.0
"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",4.0,10.0,11.0,0.0,0.0,-0.034,4.0,1.57,-0.248,0.0,0.0011560000000000001,39.0855,4.0,2.0,23.0
"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",5.0,13.0,1.0,0.0,0.0,-0.7611000000000006,3.0,1.57,0.7599999999999999,0.0,0.5792732100000009,50.7222,0.0,0.0,23.0
"InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)",2.0,7.0,8.0,0.0,0.0,-0.8595,4.0,1.9000000000000001,2.286,0.0,0.7387402500000001,27.659099999999995,6.0,2.0,21.0
"InChI=1S/C6H13NO2S/c1-2-10-4-3-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",2.0,9.0,10.0,0.0,0.0,-0.47989999999999977,5.0,1.6800000000000002,-1.495,0.0,0.23030400999999978,40.172000000000004,4.0,2.0,23.0
"InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)",5.0,11.0,5.0,0.0,0.0,-2.543200000000001,2.0,1.57,0.3189999999999996,0.0,6.4678662400000055,31.3753,0.0,2.0,24.0
"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",0.0,7.0,8.0,0.0,0.0,-1.1043,5.0,1.9000000000000001,0.6609999999999999,0.0,1.2194784900000002,30.042199999999998,4.0,1.0,22.0
"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",0.0,9.0,10.0,0.0,0.0,-1.2981000000000005,6.0,1.6800000000000002,-2.064,0.0,1.6850636100000012,38.865,2.0,3.0,25.0
"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",7.0,10.0,0.0,6.0,6.0,1.9463999999999997,0.0,1.6800000000000002,2.466,0.0,3.7884729599999987,46.7099,0.0,1.0,13.0
"InChI=1S/C6H4Cl3N/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,10H2",7.0,10.0,0.0,6.0,6.0,1.3127999999999997,0.0,1.6800000000000002,2.055,0.0,1.7234438399999994,48.6542,0.0,1.0,14.0
"InChI=1S/C6H6Cl2N2/c7-4-1-3(9)2-5(8)6(4)10/h1-2H,9-10H2",8.0,10.0,0.0,6.0,6.0,-0.25259999999999994,0.0,1.6800000000000002,0.9860000000000002,0.0,0.06380675999999996,47.4878,0.0,2.0,16.0
"InChI=1S/C6H6ClN/c7-4-6-2-1-3-8-5-6/h1-3,5H,4H2",6.0,8.0,1.0,6.0,6.0,0.2788999999999998,1.0,1.9000000000000001,0.377,0.0,0.0777852099999999,36.494,0.0,0.0,14.0
"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",7.0,8.0,0.0,6.0,6.0,0.5753999999999999,0.0,1.9000000000000001,0.901,0.0,0.3310851599999999,39.2218,0.0,1.0,14.0
"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)",14.0,14.0,6.0,5.0,5.0,0.1886999999999998,4.0,1.2400000000000002,1.665,0.0,0.03560768999999993,41.0391,0.0,3.0,20.0
"InChI=1S/C6H6N6O/c1-12(11-13)6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)",12.0,14.0,4.0,9.0,10.0,-1.1724,2.0,1.35,-1.201,0.0,1.3745217600000001,45.6415,0.0,1.0,19.0
"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",8.0,8.0,0.0,6.0,6.0,0.27719999999999984,0.0,1.9000000000000001,0.6539999999999999,0.0,0.07683983999999991,34.1668,0.0,2.0,14.0
"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",8.0,8.0,0.0,6.0,6.0,0.27719999999999984,0.0,1.9000000000000001,1.083,0.0,0.07683983999999991,34.1668,0.0,2.0,14.0
"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",8.0,10.0,1.0,0.0,0.0,-1.5686000000000002,1.0,1.6800000000000002,-0.13000000000000017,0.0,2.4605059600000008,34.9789,0.0,2.0,16.0
"InChI=1S/C6H7ClN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2",8.0,9.0,0.0,6.0,6.0,-0.6213000000000003,0.0,1.79,0.409,0.0,0.38601369000000035,42.7716,0.0,2.0,16.0
"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",8.0,9.0,0.0,6.0,6.0,-0.6213000000000003,0.0,1.79,0.409,0.0,0.38601369000000035,42.7716,0.0,2.0,16.0
"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)",10.0,10.0,4.0,6.0,6.0,-1.7073,2.0,1.6800000000000002,-1.7160000000000002,0.0,2.91487329,38.8918,0.0,2.0,17.0
"InChI=1S/C6H7N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,7H2,(H,9,10)",10.0,10.0,4.0,6.0,6.0,-1.1541000000000001,1.0,1.6800000000000002,-0.8250000000000002,0.0,1.3319468100000003,39.9267,0.0,2.0,17.0
"InChI=1S/C6H7N3O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,7-8H2",11.0,11.0,2.0,6.0,6.0,-1.4834,1.0,1.57,0.9069999999999998,0.0,2.20047556,40.2689,0.0,2.0,18.0
"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",8.0,8.0,0.0,6.0,6.0,-0.9900000000000001,0.0,1.9000000000000001,-0.16800000000000004,0.0,0.9801000000000002,38.0554,0.0,2.0,16.0
"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",8.0,8.0,2.0,6.0,6.0,-0.05929999999999963,1.0,1.9000000000000001,0.10599999999999993,0.0,0.0035164899999999564,38.8676,0.0,2.0,16.0
"InChI=1S/C6H8N2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H,7-8H2",9.0,9.0,0.0,6.0,6.0,-1.5531000000000001,0.0,1.79,0.17999999999999994,0.0,2.4121196100000004,39.6609,0.0,3.0,17.0
"InChI=1S/C6H8N4O3S/c1-2-7-5(11)9-6-8-3-4(14-6)10(12)13/h3H,2H2,1H3,(H2,7,8,9,11)",12.0,14.0,6.0,5.0,5.0,0.5521000000000007,4.0,1.2400000000000002,0.47799999999999987,0.0,0.30481441000000076,45.2928,2.0,2.0,22.0
"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3",6.0,6.0,7.0,0.0,0.0,1.0759999999999994,2.0,2.0100000000000002,1.5110000000000001,0.0,1.1577759999999988,32.5885,6.0,0.0,15.0
"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",2.0,12.0,13.0,0.0,0.0,-1.311600000000001,6.0,1.35,-1.791,0.0,1.7202945600000026,38.2419,2.0,3.0,22.0
"InChI=1S/C7H10N2/c1-5-2-3-6(8)4-7(5)9/h2-4H,8-9H2,1H3",8.0,9.0,0.0,6.0,6.0,-0.5436,0.0,2.01,0.013000000000000012,0.0,0.29550096,42.3374,0.0,2.0,19.0
"InChI=1S/C7H10N2/c8-9-6-7-4-2-1-3-5-7/h1-5,9H,6,8H2",6.0,9.0,3.0,6.0,6.0,0.2035000000000008,2.0,2.01,0.3020000000000002,0.0,0.041412250000000324,43.032,0.0,2.0,19.0
"InChI=1S/C7H10N2O/c1-10-7-3-2-5(8)4-6(7)9/h2-4H,8-9H2,1H3",9.0,10.0,2.0,6.0,6.0,-1.4886000000000006,1.0,1.9,0.0719999999999999,0.0,2.2159299600000018,44.6989,0.0,2.0,20.0
"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",7.0,11.0,3.0,6.0,6.0,0.26950000000000096,2.0,1.79,1.0950000000000002,0.0,0.07263025000000052,46.001000000000005,3.0,1.0,21.0
"InChI=1S/C7H14N2O/c1-3-4-5-6-8-9(2)7-10/h6-7H,3-5H2,1-2H3",5.0,9.0,10.0,0.0,0.0,-1.1255000000000008,5.0,1.9,1.9420000000000002,0.0,1.2667502500000019,38.31270000000001,5.0,0.0,24.0
"InChI=1S/C7H14N2O/c1-7(2)4-5-8-9(3)6-10/h5-7H,4H2,1-3H3",5.0,9.0,10.0,0.0,0.0,-0.02790000000000062,4.0,1.9,1.8810000000000002,0.0,0.0007784100000000345,40.8586,4.0,0.0,24.0
"InChI=1S/C7H15Cl2N2O2P/c8-2-4-10-14(12)11(6-3-9)5-1-7-13-14/h1-7H2,(H,10,12)",5.0,14.0,4.0,0.0,0.0,0.08409999999999904,5.0,1.46,0.8349999999999997,0.0,0.007072809999999838,55.7243,2.0,1.0,29.0
"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",5.0,14.0,7.0,0.0,0.0,0.08409999999999904,5.0,1.46,0.8349999999999997,0.0,0.007072809999999838,55.7243,2.0,1.0,29.0
"InChI=1S/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3",0.0,8.0,9.0,0.0,0.0,0.43169999999999986,3.0,2.01,1.071,0.0,0.1863648899999999,37.693000000000005,3.0,1.0,25.0
